pmid,title,journal,pub_date,impact,topic,subtopic,diabetes_subtype,study_type,board_relevant,is_new,is_archived
41004687,"Functional Domain Mapping of TPO: Insights From 6 Variants in Sudanese Kindreds With Congenital Hypothyroidism.","The Journal of clinical endocrinology and metabolism","2026 Feb 20",LOW,Thyroid,"","",Other,0,0,0
40890050,"Machine Learning Prediction of Recurrence in Pediatric Thyroid Cancer: Malignant Endocrine Tumors Cohort Analysis Using XGBoost and SHAP.","The Journal of clinical endocrinology and metabolism","2026 Feb 20",MODERATE,Thyroid,"","",Observational/Cohort,0,0,0
40921717,"Longitudinal Characterization and Sonographic Staging of Testicular Adrenal Rest Tumors.","The Journal of clinical endocrinology and metabolism","2026 Feb 20",MODERATE,Puberty,"","","Prospective Study",0,0,0
40911547,"Trends In Reported Outcomes for Growth Hormone Therapy In Children With Growth Hormone Deficiency.","The Journal of clinical endocrinology and metabolism","2026 Feb 20",HIGH,Growth,"","","Systematic Review",1,0,0
41712477,"European Society for Paediatric Endocrinology and European Society of Endocrinology Joint Clinical Practice Guidance for Healthcare Transition from Paediatric to Adult Endocrine Care.","Hormone research in paediatrics","2026 Feb 19",PRACTICE-ALTERING,"General Endocrinology","","",Guideline/Consensus,1,0,0
41711038,"Transition of Care in X-Linked Hypophosphatemic Rickets: From Pediatric to Adult Practice- A Narrative Review.","Journal of clinical research in pediatric endocrinology","2026 Feb 19",MODERATE,Bone/Calcium,"","",Review,0,0,0
41703432,"Optimizing Diabetes Management During Type 1 Diabetes Pregnancy with Automated Insulin Delivery Therapy: Clinical Impact and Economic Consequences in Spain.","Diabetes technology & therapeutics","2026 Feb 17",LOW,Diabetes,Technology,T1D,Registry/Database,0,0,0
41703423,"Accuracy of Dexcom G6® and FreeStyle Libre® Sensors in Standardized Hypoxia Conditions: A Randomized Controlled Trial-FOX Study.","Diabetes technology & therapeutics","2026 Feb 17",HIGH,Diabetes,Technology,T1D,RCT,1,0,0
41700684,"Intermittently Scanned Continuous Glucose Monitoring Enhances Weight Loss and Adherence in Women with Obesity: A Randomized Controlled Trial.","Diabetes technology & therapeutics","2026 Feb 17",MODERATE,Diabetes,Technology,General,RCT,1,0,0
41697894,"Testing Multiple Delivery Methods of the Virtual Exercise Games for Youth with T1D Peer Intervention: Protocol Development and Feasibility.","Hormone research in paediatrics","2026 Feb 16",LOW,Diabetes,General,T1D,Observational/Cohort,0,0,0
41697906,"Long-Term Growth Hormone Therapy Improves Adult Height in Children with Indian Hedgehog-Related Short Stature.","Hormone research in paediatrics","2026 Feb 16",LOW,Growth,"","",Observational/Cohort,0,0,0
41697902,"Decreased Gross Motor, Working Memory, and Adaptive Behavior in Children with Congenital Adrenal Hyperplasia.","Hormone research in paediatrics","2026 Feb 16",LOW,Adrenal,"","",Cross-Sectional,0,0,0
41697933,"Assessment of Combined Growth Hormone and Gonadotropin-Releasing Hormone Analogue Treatment in Children with Silver-Russell Syndrome.","Hormone research in paediatrics","2026 Feb 16",LOW,Growth,"","",Observational/Cohort,0,0,0
41693151,"""Endocrine Disorders After Treatment for Pediatric Brain Tumors: Long-Term Outcomes and Risk Factors"".","The Journal of clinical endocrinology and metabolism","2026 Feb 15",MODERATE,Pituitary,"","",Observational/Cohort,0,0,0
41689273,"Glucocorticoid Trajectories in Preterm Infants - Born Too Soon, Wired Differently.","The Journal of clinical endocrinology and metabolism","2026 Feb 13",MODERATE,Adrenal,"","",Other,0,0,0
41678360,"Afirma Genomic Sequencing Classifier Performance in Young Patients with Cytologically Indeterminate Thyroid Nodules.","The Journal of clinical endocrinology and metabolism","2026 Feb 12",MODERATE,Thyroid,"","",Observational/Cohort,0,0,0
41684056,"Ketone Profiles in Community-Dwelling Adults with Type 1 Diabetes Using Continuous Ketone Monitoring.","Diabetes technology & therapeutics","2026 Feb 12",LOW,Diabetes,General,T1D,Other,0,0,0
41681122,"Glycemic Outcomes During Outpatient Use of Automated Insulin Delivery Without Meal Announcement in Adults with Type 1 Diabetes: Results from the CLOSE IT Randomized Controlled Trial.","Diabetes technology & therapeutics","2026 Feb 12",HIGH,Diabetes,Technology,T1D,RCT,1,0,0
41678418,"HbA1c and Disordered Eating Behaviors Trends in Adolescents with Type 1 Diabetes following the Implementation of Insulin Pump Therapy.","Hormone research in paediatrics","2026 Feb 12",LOW,Diabetes,Technology,T1D,"Prospective Study",0,0,0
41681115,"A Global Skills-Based Model for Ambulatory Cardiometabolic Care: Leveraging Digital Health.","Diabetes technology & therapeutics","2026 Feb 12",LOW,"General Endocrinology","","",Other,0,0,0
41673946,"Accuracy of a Continuous Glucose Monitor in the Intensive Care Unit.","Diabetes technology & therapeutics","2026 Feb 11",LOW,Diabetes,Technology,General,Registry/Database,0,0,0
41674083,"Letter: Hypoglycemia Assessed by Continuous Glucose Monitoring: A Proposal to Define the End of a Hypoglycemic Event More Precisely.","Diabetes technology & therapeutics","2026 Feb 11",LOW,Diabetes,Technology,General,Letter/Correspondence,0,0,0
41673940,"Letter: Dual Glucose-Ketone Monitoring as a Pump/AID Sick-Day Prevention Standard for Diabetic Ketoacidosis.","Diabetes technology & therapeutics","2026 Feb 11",LOW,Diabetes,General,General,Letter/Correspondence,0,0,0
41665939,"Children born SGA receiving growth hormone have similarly impaired glucose-insulin metabolism as children with obesity.","The Journal of clinical endocrinology and metabolism","2026 Feb 10",MODERATE,Diabetes,General,T2D,Observational/Cohort,0,0,0
41668387,"Corrigendum to: ""Automated Insulin Delivery Associated with Superior Glycemic Outcomes in Type 1 Diabetes: A Swedish National Registry Analysis"".","Diabetes technology & therapeutics","2026 Feb 10",MODERATE,Diabetes,Technology,T1D,Registry/Database,0,0,0
41449600,"Time in Tight Range Versus Time in Range for Predicting Diabetic Retinopathy in Adults with Type 1 Diabetes Using Multiple Daily Insulin Injections: A Retrospective Longitudinal Study with isCGM Data.","Diabetes technology & therapeutics","2026 Feb 10",MODERATE,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
41660790,"Real-World Performance of the MiniMed 780G Advanced Hybrid Closed-Loop System in the Middle East, North Africa, and Türkiye Region.","Diabetes technology & therapeutics","2026 Feb 09",LOW,Diabetes,Technology,General,Observational/Cohort,0,0,0
41655234,"Determinants of Hyperinsulinism Severity in Children with Beckwith-Wiedemann Syndrome.","The Journal of clinical endocrinology and metabolism","2026 Feb 07",MODERATE,Hyperinsulinism,"","",Observational/Cohort,0,0,0
41651803,"Safety and Feasibility of Algorithmic Continuous Glucose Monitoring-Based Titration in People with Type 2 Diabetes Using Insulin Degludec, With or Without Noninsulin Glucose-Lowering Drugs: A 16-Week Randomized Controlled Trial.","Diabetes technology & therapeutics","2026 Feb 06",HIGH,Diabetes,Technology,T2D,RCT,1,0,0
41652832,"Use of Automated Insulin Delivery Systems Following Pediatric Total Pancreatectomy and Islet Auto Transplantation.","Diabetes technology & therapeutics","2026 Feb 06",LOW,Diabetes,Technology,General,"Case Series",0,0,0
41645539,"Glycemic Outcomes Following a Missed Premeal Bolus: A Comparative Study of Three Automated Insulin Delivery Systems in Children with Type 1 Diabetes.","Diabetes technology & therapeutics","2026 Feb 05",LOW,Diabetes,Technology,T1D,"Prospective Study",0,0,0
41645534,"MiniMedTM 780G Hybrid Closed-Loop Systems Improves Markers of Vascular and Endothelial Function in Patients with Type 1 Diabetes: Association with Continuous Glucose Monitoring Metrics.","Diabetes technology & therapeutics","2026 Feb 05",LOW,Diabetes,Technology,T1D,Other,0,0,0
41645514,"Recommendations from the United Kingdom UNBIASED Study to Address Diabetes Technology Access Disparities for Children and Young People.","Diabetes technology & therapeutics","2026 Feb 05",LOW,Diabetes,Technology,T1D,Other,0,0,0
41645547,"Standardizing the Accuracy and Performance Evaluation Metrics of Integrated Continuous Glucose Monitors in the Asia-Pacific Region.","Diabetes technology & therapeutics","2026 Feb 05",MODERATE,Diabetes,Technology,General,Review,0,0,0
41645537,"Automated Insulin Delivery Reduces the Risk of Diabetic Retinopathy in Adults with Type 1 Diabetes: A Prospective Cohort Study.","Diabetes technology & therapeutics","2026 Feb 05",LOW,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
41543833,"ENDO-ERN expert opinion: addressing the endocrine needs in considering genital surgery in disorders/differences in sex development individuals in Europe.","European journal of endocrinology","2026 Feb 04",MODERATE,DSD,"","",Review,0,0,0
41543974,"Diagnostic yield of genetic testing in children with short stature: a systematic review.","European journal of endocrinology","2026 Feb 04",HIGH,Growth,"","","Systematic Review",0,0,0
41637567,"Adrenal androgens as predictors of growth characteristics in premature pubarche.","European journal of endocrinology","2026 Feb 04",LOW,Growth,"","","Prospective Study",0,0,0
41543979,"International guideline on genetic testing of children with short stature.","European journal of endocrinology","2026 Feb 04",PRACTICE-ALTERING,Growth,"","",Guideline/Consensus,1,0,0
41640091,"Continuous Ketone Monitoring Captures Overt Ketosis in Type 1 Diabetes Caused by Empagliflozin, Low-Carbohydrate Diet, and Exercise.","Diabetes technology & therapeutics","2026 Feb 04",LOW,Diabetes,Technology,T1D,Other,0,0,0
41640116,"Efficacy and Safety of Dipeptidyl Peptidase-4 Inhibitors, Glucagon-Like Peptide-1 Receptor Agonists, and Sodium-Glucose Cotransporter-2 Inhibitors as Adjunctive Therapy to Automated Insulin Delivery System in Type 1 Diabetes: A Systematic Review and Meta-Analysis of Randomized Clinical Trials.","Diabetes technology & therapeutics","2026 Feb 04",HIGH,Diabetes,Technology,T1D,Meta-analysis,1,0,0
41637571,"Natural history of pituitary incidentalomas in pediatric patients: a single-center, retrospective analysis.","The Journal of clinical endocrinology and metabolism","2026 Feb 04",MODERATE,"General Endocrinology","","",Observational/Cohort,0,0,0
41640110,"Efficacy and Safety of Oral GLP-1 RA Orforglipron on Weight and Glycemic Control According to Diabetes Status: A Systematic Review and Meta-Analysis.","Diabetes technology & therapeutics","2026 Feb 04",HIGH,Diabetes,General,General,Meta-analysis,0,0,0
41614605,"Association of increased cortical thickness and cognitive impairment in patients with Kallmann syndrome.","European journal of endocrinology","2026 Feb 04",MODERATE,Puberty,"","",Observational/Cohort,0,0,0
41531283,"Contemporary global management of 21-hydroxylase deficiency congenital adrenal hyperplasia in early infancy: a multi-national registry study.","European journal of endocrinology","2026 Feb 04",MODERATE,Adrenal,"","",Observational/Cohort,0,0,0
41693157,"Hemodynamic and microvascular abnormalities in P450 oxidoreductase deficiency: evidence for COX-dependent dysfunction.","European journal of endocrinology","2026 Feb 04",LOW,Adrenal,"","",Observational/Cohort,0,0,0
41614610,"Somapacitan in children born small for gestational age: 4-year results from phase 2.","European journal of endocrinology","2026 Feb 04",HIGH,Growth,"","",RCT,0,0,0
41528724,"IGF-I bioavailability in congenital isolated growth hormone deficiency.","European journal of endocrinology","2026 Feb 04",LOW,Growth,"","",Observational/Cohort,0,0,0
41712606,"Somapacitan in children with idiopathic short stature: a randomized controlled phase 3 study.","European journal of endocrinology","2026 Feb 04",HIGH,Growth,"","",RCT,1,0,0
41712405,"Exome findings in children with short stature evaluated by growth hormone stimulation testing.","European journal of endocrinology","2026 Feb 04",LOW,Growth,"","",Other,0,0,0
41640105,"Inhaled Technosphere Insulin in Children with Diabetes: The INHALE-1 Extension Study.","Diabetes technology & therapeutics","2026 Feb 04",HIGH,Diabetes,Technology,T1D,RCT,0,0,0
41640085,"Association of Time in Tight Range with Microvascular Complications in Japanese Patients with Type 2 Diabetes Mellitus: A Multicenter Cross-Sectional Study.","Diabetes technology & therapeutics","2026 Feb 04",LOW,Diabetes,Technology,T2D,Cross-Sectional,0,0,0
41639978,"Hyperthyroidism and birth defects: The roles of maternal thyroid function and thyroid autoantibody positivity.","The Journal of clinical endocrinology and metabolism","2026 Feb 04",MODERATE,Thyroid,"","",Observational/Cohort,0,0,0
41636640,"Endocrine and metabolic late effects in childhood cancer survivors in Germany: the VersKiK study.","European journal of endocrinology","2026 Feb 04",MODERATE,"Cancer Late Effects","","",Observational/Cohort,0,0,0
41707689,"European Society for Paediatric Endocrinology (ESPE) and European Society of Endocrinology (ESE) joint clinical practice guidance for healthcare transition from paediatric to adult endocrine care.","European journal of endocrinology","2026 Feb 04",HIGH,"General Endocrinology","","","Systematic Review",0,0,0
41632726,"Long-Acting PEGylated Growth Hormone in Children with Idiopathic Short Stature: 2-Year Results.","Hormone research in paediatrics","2026 Feb 03",LOW,Growth,"","",Other,0,0,0
41626659,"Childhood thiamine-responsive megaloblastic anemia and diabetes: a case series highlighting early diagnosis and management.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Feb 03",LOW,Diabetes,General,General,"Case Series",0,0,0
41632727,"Neonatal Diabetes in Ireland over the Past 19 Years: Clinical Presentation, Management, Genetics, and Outcomes.","Hormone research in paediatrics","2026 Feb 03",LOW,Diabetes,General,MODY/Monogenic,"Case Series",0,0,0
41401417,"Stratifying the Rate of Disease Progression by Progression Likelihood Scores in Children and Adolescents With Stage 1 and Stage 2 Type 1 Diabetes in Germany.","Diabetes care","2026 Feb 01",MODERATE,Diabetes,General,T1D,Other,0,0,0
41379540,"Effect of Low Bolus Frequency on Automated Insulin Delivery System Performance in Youth With Type 1 Diabetes.","Diabetes care","2026 Feb 01",LOW,Diabetes,Technology,T1D,Other,0,0,0
41364459,"Genetic Predictors of Response to Oral Insulin for Type 1 Diabetes Prevention.","Diabetes care","2026 Feb 01",MODERATE,Diabetes,General,T1D,Observational/Cohort,0,0,0
41439306,"Is Diabetes Technology Associated With Weight Gain in Children and Adolescents With Type 1 Diabetes?","Diabetes care","2026 Feb 01",LOW,Diabetes,Technology,T1D,Letter/Correspondence,0,0,0
41379482,"Midchildhood Obesity After Exposure to Gestational Diabetes Mellitus: The SWIFT Study in Youth.","Diabetes care","2026 Feb 01",MODERATE,Diabetes,General,GDM,Observational/Cohort,0,0,0
40897432,"Biases in Glucose Metrics Are Directly Related to Low Coverage of Continuous Glucose Monitoring: Insights from Diverse Populations.","Diabetes technology & therapeutics","2026 Feb",LOW,Diabetes,Technology,T1D,"Real-World Study",0,0,0
41622419,"Pulmonary Safety and Clinical Considerations for Inhaled Insulin: A Comprehensive Review.","Diabetes technology & therapeutics","2026 Feb",MODERATE,Diabetes,General,T1D,Review,0,0,0
41622417,"Dosing Afrezza: It's Not that Complicated.","Diabetes technology & therapeutics","2026 Feb",MODERATE,Diabetes,General,General,Review,0,0,0
41327630,"Comment on ""Puberty-Promoting Treatment and Psychosocial Well-Being in Boys With Constitutional Delay of Puberty: A Randomized Controlled Trial"".","Clinical endocrinology","2026 Feb",HIGH,Puberty,"","",RCT,1,0,0
41198915,"Perceived stress in mothers of children with and without islet and coeliac autoimmunity in the ENDIA study.",Diabetologia,"2026 Feb",MODERATE,Diabetes,General,T1D,Observational/Cohort,0,0,0
40910939,"Real-World Clinical Impact of Using Personal Glucose Targets in a Hybrid Closed-Loop System Differs According to Age.","Diabetes technology & therapeutics","2026 Feb",LOW,Diabetes,Technology,General,Observational/Cohort,0,0,0
41622409,"Case Reports: Practical Use of Pulmonary Inhaled (Technosphere) Insulin in Type 1 Diabetes, Type 2 Diabetes, and Pregnancy.","Diabetes technology & therapeutics","2026 Feb",LOW,Diabetes,General,T1D,Other,0,0,0
41622413,"Use of Inhaled Insulin with Automated Insulin Delivery Systems.","Diabetes technology & therapeutics","2026 Feb",MODERATE,Diabetes,Technology,General,Review,0,0,0
41274302,"Thyroid cancer in adolescents and young adults: a population-based study in 185 countries worldwide.","The lancet. Diabetes & endocrinology","2026 Feb",LOW,Thyroid,"","",Other,0,0,0
41175199,"Heterogeneity in clinically diagnosed type 1 diabetes: characterising a unique cohort with maintained C-peptide secretion in Ghana.",Diabetologia,"2026 Feb",MODERATE,Diabetes,General,T1D,Observational/Cohort,0,0,0
41608202,"Interpretable Machine Learning Model for Survival Prediction in Pediatric Adrenocortical Tumors.","Journal of the Endocrine Society","2026 Feb",LOW,Adrenal,"","",Observational/Cohort,0,0,0
40988364,"Catch-Up Growth in Children With Congenital Hypothyroidism on Thyroxine Therapy: A Retrospective Study.","Clinical endocrinology","2026 Feb",LOW,Thyroid,"","",Observational/Cohort,0,0,0
41054004,"Puberty-Promoting Treatment and Psychosocial Well-Being in Boys With Constitutional Delay of Puberty: A Randomized Controlled Trial.","Clinical endocrinology","2026 Feb",MODERATE,Puberty,"","",RCT,1,0,0
41219438,"Influence of glycaemic management and BMI on cardiac autonomic markers in children with type 1 diabetes: a prospective cohort study.",Diabetologia,"2026 Feb",MODERATE,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
41196293,"Safety and pharmacokinetics of teplizumab in children less than 8 years of age with stage 2 type 1 diabetes.",Diabetologia,"2026 Feb",LOW,Diabetes,General,T1D,Other,0,0,0
41791885,"Finnish-Enriched SLC26A7 Variant in Congenital Hypothyroidism: Clinical Spectrum, Thyroid Histopathology, and Expression Analysis.","Thyroid : official journal of the American Thyroid Association","2026 Feb",MODERATE,Thyroid,"","",Observational/Cohort,0,0,0
41623909,"Bone Age Delay in X-linked Hypophosphatemia.","Journal of the Endocrine Society","2026 Feb",LOW,Bone/Calcium,"","",Observational/Cohort,0,0,0
41622411,"Overcoming Therapeutic Inertia with Inhaled Insulin Therapy.","Diabetes technology & therapeutics","2026 Feb",MODERATE,Diabetes,General,T1D,Review,0,0,0
41622412,"Impact of Inhaled Insulin Therapy on Hypoglycemia.","Diabetes technology & therapeutics","2026 Feb",MODERATE,Diabetes,General,T1D,Review,0,0,0
41622415,"Unmet Needs in Insulin-Treated Diabetes Management.","Diabetes technology & therapeutics","2026 Feb",MODERATE,Diabetes,Technology,General,Review,0,0,0
41622416,"Potential Role of Inhaled Insulin in the Management of Gestational Diabetes Mellitus and Pediatric Type 1 Diabetes.","Diabetes technology & therapeutics","2026 Feb",MODERATE,Diabetes,General,T1D,Review,0,0,0
41247493,"The virtual Morris water maze for cognitive function assessment in adolescents with type 1 diabetes.",Diabetologia,"2026 Feb",LOW,Diabetes,Technology,T1D,Other,0,0,0
40910890,"Extrapolated Time in Range and Pregnancy Outcomes in Patients with Type 1 Diabetes.","Diabetes technology & therapeutics","2026 Feb",LOW,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
41614010,"Gut and Heart Axis Affects Cardiometabolic Health Through the Ages. A Special Focus on Adolescence.","Journal of the Endocrine Society","2026 Feb",LOW,"General Endocrinology","","",Editorial/Commentary,0,0,0
41622418,"Role of Ultra-Rapid Acting Insulin in Managing Diabetes.","Diabetes technology & therapeutics","2026 Feb",LOW,Diabetes,General,General,Other,0,0,0
41267571,"The Use of Routine Laboratory 17-Hydroxyprogesterone for Identification of Cases of 21-Hydroxylase Deficiency Congenital Adrenal Hyperplasia.","Clinical endocrinology","2026 Feb",LOW,Adrenal,"","",Other,0,0,0
40900178,"Glucose360: An Open-Source Python Platform with Event-Based Integration for Continuous Glucose Monitoring Data Analysis.","Diabetes technology & therapeutics","2026 Feb",LOW,Diabetes,Technology,General,Other,0,0,0
41622410,"The Potential of Inhaled Insulin Therapy in Overcoming Treatment Barriers in People with Insulin-Treated Diabetes.","Diabetes technology & therapeutics","2026 Feb",MODERATE,Diabetes,General,General,Review,0,0,0
40824839,"Safety and Glycemic Outcomes of the MiniMed 780G System with a Disposable All-in-One Sensor.","Diabetes technology & therapeutics","2026 Feb",LOW,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
41005794,"Advanced Hybrid Closed-Loop Systems in Perioperative Care: Safety During Anesthesia.","Diabetes technology & therapeutics","2026 Feb",HIGH,Diabetes,Technology,T1D,RCT,1,0,0
41468168,"Thyroid Function After Hemithyroidectomy in Children.","Thyroid : official journal of the American Thyroid Association","2026 Feb",MODERATE,Thyroid,"","",Observational/Cohort,0,0,0
41622420,"30 Years of Developing Inhaled Insulin.","Diabetes technology & therapeutics","2026 Feb",MODERATE,Diabetes,General,T1D,Review,0,0,0
41622414,"Potential Applications of Inhaled Insulin in Diabetic Ketoacidosis Prevention and During Exercise: Two Case Presentations.","Diabetes technology & therapeutics","2026 Feb",MODERATE,Diabetes,General,T1D,Review,0,0,0
41623908,"Long-term Safety, Efficacy, and PROs: Phase 3 Study of Leuprolide Acetate 6-month IM Depot in Central Precocious Puberty.","Journal of the Endocrine Society","2026 Feb",LOW,Puberty,"","",Other,0,0,0
40910900,"Considerations for Calculating and Reporting Continuous Glucose Monitoring Wear-Time in Research Settings.","Diabetes technology & therapeutics","2026 Feb",LOW,Diabetes,Technology,General,Letter/Correspondence,0,0,0
42045809,"Prevalence of germline variants in USP8, USP48, CABLES1 and PAM in patients with pituitary adenomas.","European journal of endocrinology","2026 Apr 30",LOW,Pituitary,"","",Other,0,0,0
42054264,"Unraveling the Genetic Heterogeneity of Isolated Growth Hormone Deficiency: Insights from the GENHYPOPIT cohort.","Hormone research in paediatrics","2026 Apr 29",LOW,Growth,"","",Observational/Cohort,0,0,0
42054261,"U.S. Adolescents of Asian Ethnicity have Higher Risk of Polycystic Ovary Syndrome.","Hormone research in paediatrics","2026 Apr 29",LOW,PCOS,"","",Observational/Cohort,0,0,0
42048275,"Preferences for (Dis)Continuing Growth Hormone Treatment at Mid-Puberty in Patients with Transient Idiopathic Isolated Growth Hormone Deficiency: A Qualitative Analysis.","Hormone research in paediatrics","2026 Apr 28",LOW,Growth,"","",Other,0,0,0
42048273,"Sex differences in pediatric and adolescent endocrinology - what are the origins?","Hormone research in paediatrics","2026 Apr 28",MODERATE,Puberty,"","",Review,0,0,0
42048270,"Does Carbohydrate Counting from Diabetes Onset make a Difference to Glycemic Outcomes? A Swedish Registry Study.","Hormone research in paediatrics","2026 Apr 28",MODERATE,Diabetes,General,T1D,Observational/Cohort,0,0,0
42050782,"Safety and Effectiveness of MiniMed™ 780G Advanced Hybrid Closed-Loop Use with Ultrarapid Insulin Lispro-AABC in Pediatric and Adult Type 1 Diabetes.","Diabetes technology & therapeutics","2026 Apr 28",MODERATE,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
42053461,"Psychosocial adaptation of parents of children with type 1 diabetes: a cross-sectional study.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 28",LOW,Diabetes,General,T1D,Cross-Sectional,0,0,0
42053457,"Age and sexual maturation at Spermarche in boys with Laron syndrome.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 28",LOW,Growth,"","",Other,0,0,0
42051067,"Presumptive ovarian hyperthecosis in an adolescent girl with sustained remission after oral contraceptive therapy: a 23-year follow-up case report.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 28",LOW,PCOS,"","",Other,0,0,0
42048269,"Adrenocortical tumors in pediatrics beyond the classic presentation: A Case Series.","Hormone research in paediatrics","2026 Apr 28",LOW,Adrenal,"","","Case Series",0,0,0
42044156,"Endocrine Characteristics in Bardet Biedl Syndrome from a Large Single-Centre Paediatric Multidisciplinary Clinic.","The Journal of clinical endocrinology and metabolism","2026 Apr 27",MODERATE,Diabetes,General,T1D,Observational/Cohort,0,0,0
42043277,"The 40th Minute Cortisol Measurement is the Key Time-Point in the Low-Dose Synacthen Stimulation Test: A Large, Assay-Specific Pediatric Validation Study.","Journal of clinical research in pediatric endocrinology","2026 Apr 27",LOW,Pituitary,"","",Observational/Cohort,0,0,0
42045672,"Clinical obesity in Asian people: bridging the gap between adiposity and disease.","Nature reviews. Endocrinology","2026 Apr 27",HIGH,Obesity/Metabolic,"","",Review,0,0,0
42045671,"Highlights from SfE BES 2026.","Nature reviews. Endocrinology","2026 Apr 27",LOW,"General Endocrinology","","",Other,0,0,0
42061391,"What is an optimal serum thyroid-stimulating hormone value in older adults?","The lancet. Diabetes & endocrinology","2026 Apr 27",LOW,Other,Thyroid,"",Other,0,0,1
42061390,"Natural history of thyroid function in ageing: an individual participant data analysis of 137 488 participants from 31 prospective cohort studies.","The lancet. Diabetes & endocrinology","2026 Apr 27",LOW,Other,Thyroid,"",Observational/Cohort,0,0,1
42061389,"Multi-ancestry polygenic risk scores for the prediction of type 2 diabetes and complications in diverse ancestries.","The lancet. Diabetes & endocrinology","2026 Apr 27",MODERATE,Diabetes,General,T2D,Observational/Cohort,0,0,0
42048225,"Clinical characteristics and risk factors of patients with cystic fibrosis-related diabetes and pre-diabetes: cohort of cystic fibrosis registry of Türkiye.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 27",MODERATE,Diabetes,General,General,Observational/Cohort,0,0,0
42048665,"Predicting abdominal obesity in children and adolescents via machine learning: a longitudinal cohort study.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 27",MODERATE,Obesity/Metabolic,"","",Observational/Cohort,0,0,0
42030114,"Letter to the editor from Claahsen and Kamrath: ""the importance of disease-Specific growth charts for children with congenital adrenal hyperplasia"".","The Journal of clinical endocrinology and metabolism","2026 Apr 24",LOW,Adrenal,"","",Other,0,0,0
42028850,"BMI-SDS Changes During GnRHa Therapy in 150 Girls with Idiopathic Central Precocious Puberty: Follow-up Through Final Height.","Journal of clinical research in pediatric endocrinology","2026 Apr 24",LOW,Puberty,"","",Observational/Cohort,0,0,0
42044653,"Diabetes-related complications and multiple long-term conditions in sub-Saharan Africa: determinants and management strategies.","The lancet. Diabetes & endocrinology","2026 Apr 24",HIGH,Diabetes,General,General,Review,0,0,0
42044652,"Burosumab treatment for children younger than 12 months with X-linked hypophosphataemia.","The lancet. Diabetes & endocrinology","2026 Apr 24",LOW,Bone/Calcium,"","",Other,0,0,0
42044651,"Burden and determinants of diabetes in sub-Saharan Africa.","The lancet. Diabetes & endocrinology","2026 Apr 24",HIGH,Diabetes,General,T2D,Review,0,0,0
42044650,"Safety, tolerability, pharmacokinetics, and efficacy of burosumab in infants with X-linked hypophosphataemia: an open-label, multicentre, non-randomised study.","The lancet. Diabetes & endocrinology","2026 Apr 24",MODERATE,Bone/Calcium,"","",Observational/Cohort,0,0,0
42044649,"Strengthening diabetes care in sub-Saharan Africa: health systems, digital innovations, lifestyle interventions, and socioeconomic dimensions.","The lancet. Diabetes & endocrinology","2026 Apr 24",HIGH,Diabetes,General,T2D,Review,0,0,0
42044648,"Diabetes in sub-Saharan Africa: aligning biology, culture, and health systems for improved outcomes.","The lancet. Diabetes & endocrinology","2026 Apr 24",LOW,Diabetes,General,General,Other,0,0,0
41846242,"Family and culture in type 1 diabetes transition care: a mini review.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",MODERATE,Diabetes,General,T1D,Review,0,0,0
41712317,"Autoimmune polyendocrinopathy candidiasis ectodermal dystrophy (APECED): a case series and experience from a UK tertiary paediatric hospital.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",LOW,"General Endocrinology","","","Case Series",0,0,0
41725275,"Hypertrophic cardiomyopathy as a novel phenotypic feature of NSUN3-related mitochondrial disease: a case report with review of the literature.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",MODERATE,Genetics,"","",Review,0,0,0
41612862,"Berardinelli-Seip congenital lipodystrophy type-2: a case series of three Indian children.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",LOW,Diabetes,General,General,"Case Series",0,0,0
41842915,"Pediatric thyroid cancer lung metastases and RAI: long-term results.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",LOW,Thyroid,"","",Observational/Cohort,0,0,0
42044871,"Puberty promoting low dose testosterone treatment improved wellbeing and emotional state in boys with self-limited delayed puberty.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",LOW,Growth,"","",Survey/Questionnaire,0,0,0
41612845,"Meier-Gorlin syndrome due to a recurrent DONSON variant in a Turkish family: first report of thumb aplasia and long-term growth data.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",LOW,Growth,"","",Other,0,0,0
41843914,"Bone age advancement in non-obese children with premature adrenarche: relationship to growth acceleration and predicted adult height outcomes.","Journal of pediatric endocrinology & metabolism : JPEM","2026 Apr 24",LOW,Puberty,"","",Observational/Cohort,0,0,0
